古美五村 ,2室1厅,60.13平米,南,其他,中楼层(共6层),闵行,420,"69,849元/平"
东兰路37弄 ,1室1厅,38.49平米,南,精装,中楼层(共5层),闵行,355,"92,232元/平"
沁春园一村 ,2室1厅,58.78平米,南,精装,低楼层(共6层),闵行,348,"59,204元/平"
莘城苑 ,2室2厅,81.62平米,南 北,简装,低楼层(共6层),闵行,430,"52,684元/平"
静安新城二区 ,1室1厅,49.35平米,南,简装,低楼层(共6层),闵行,370,"74,975元/平"
春申五村 ,2室1厅,56.84平米,南,精装,中楼层(共6层),闵行,392,"68,966元/平"
梅陇二村 ,2室1厅,52.43平米,南,精装,低楼层(共6层),闵行,326,"62,179元/平"
莘松九村 ,2室1厅,72.12平米,南,精装,高楼层(共6层),闵行,610,"84,582元/平"
塘泾北苑 ,1室2厅,66.06平米,南,精装,高楼层(共13层),闵行,342,"51,772元/平"
长寿新村(闵行) ,2室1厅,59.08平米,南,简装,中楼层(共6层),闵行,330,"55,857元/平"
名都新城（一、二期） ,2室1厅,88.44平米,南 北,简装,低楼层(共11层),闵行,698,"78,924元/平"
园艺新村 ,2室1厅,77.89平米,南,精装,高楼层(共6层),闵行,590,"75,748元/平"
爱庐世纪新苑 ,2室2厅,87.06平米,南,精装,低楼层(共17层),闵行,515,"59,155元/平"
景舒苑十村西区 ,3室1厅,108.54平米,南 北,毛坯,低楼层(共6层),闵行,535,"49,291元/平"
景舒苑四村 ,2室2厅,102.09平米,南 北,毛坯,高楼层(共6层),闵行,490,"47,997元/平"
新空间家园 ,3室2厅,133.73平米,南,简装,中楼层(共6层),闵行,1050,"78,517元/平"
华光花园 ,2室2厅,117.7平米,南,精装,中楼层(共6层),闵行,860,"73,068元/平"
合生城邦三街坊 ,3室2厅,144.23平米,南 北,毛坯,中楼层(共11层),闵行,738,"51,169元/平"
皇都花园 ,2室2厅,151.77平米,东南,精装,高楼层(共16层),闵行,1390,"91,586元/平"
新梅广场 ,2室2厅,91.22平米,南,简装,低楼层(共24层),闵行,649,"71,147元/平"
夏朵园 ,2室2厅,102.57平米,南 北,简装,中楼层(共14层),闵行,437,"42,606元/平"
合生城邦四街坊 ,2室2厅,90.69平米,北 南,精装,低楼层(共16层),闵行,448,"49,400元/平"
申良花园 ,3室1厅,84.05平米,南,毛坯,高楼层(共6层),闵行,345,"41,047元/平"
夏朵园 ,2室2厅,102.41平米,南 北,简装,中楼层(共14层),闵行,452,"44,137元/平"
丽都城假日景苑 ,2室1厅,84.76平米,南,精装,低楼层(共6层),闵行,500,"58,991元/平"
夏朵园 ,2室2厅,103.87平米,南 北,毛坯,中楼层(共14层),闵行,450,"43,324元/平"
虹梅景苑三街坊 ,2室2厅,90.37平米,南 北,简装,低楼层(共11层),闵行,420,"46,476元/平"
通海二小区 ,2室1厅,89.69平米,南,精装,低楼层(共6层),闵行,355,"39,581元/平"
新浦江城(江桦路200弄) ,2室2厅,154.56平米,南 北,简装,中楼层(共11层),闵行,1290,"83,463元/平"
九歌上郡 ,3室2厅,116.46平米,南,精装,低楼层(共11层),闵行,1050,"90,160元/平"
西环三村 ,3室2厅,84.87平米,南,简装,中楼层(共6层),闵行,430,"50,666元/平"
鑫峰苑 ,3室2厅,127.92平米,南 北,简装,低楼层(共6层),闵行,698,"54,566元/平"
泰景苑 ,3室2厅,101.66平米,南 北,简装,高楼层(共6层),闵行,628,"61,775元/平"
夏朵园 ,2室2厅,103.45平米,南,毛坯,高楼层(共14层),闵行,445,"43,016元/平"
紫晶南园 ,2室2厅,96.21平米,南 北,精装,低楼层(共8层),闵行,478,"49,683元/平"
枫桦景苑二期 ,2室2厅,102.06平米,南 北,精装,低楼层(共12层),闵行,485,"47,522元/平"
上海康城 ,2室1厅,103.19平米,南,简装,低楼层(共17层),闵行,500,"48,455元/平"
莘松九村 ,3室2厅,96.66平米,南 北,简装,中楼层(共6层),闵行,799,"82,661元/平"
都市星城 ,3室2厅,117.92平米,南 北,精装,低楼层(共17层),闵行,1060,"89,892元/平"
红旗四街坊 ,2室1厅,56.73平米,南,简装,高楼层(共5层),闵行,203,"35,784元/平"
罗阳三村 ,2室1厅,74.54平米,南,简装,高楼层(共6层),闵行,440,"59,029元/平"
东江小区 ,2室1厅,89.87平米,南,简装,高楼层(共5层),闵行,340,"37,833元/平"
黎明花园 ,3室2厅,92.01平米,南,简装,高楼层(共6层),闵行,535,"58,146元/平"
夏朵园 ,3室2厅,126.31平米,南,简装,低楼层(共6层),闵行,570,"45,128元/平"
沁春园三村 ,3室2厅,133.72平米,南,简装,低楼层(共18层),闵行,870,"65,062元/平"
一品漫城(四期)(公寓) ,4室2厅,186.12平米,南 北,毛坯,中楼层(共12层),闵行,1860,"99,936元/平"
万科城市花园 ,3室2厅,165.67平米,南,精装,中楼层(共5层),闵行,1068,"64,466元/平"
夏朵园 ,2室2厅,102.97平米,南,简装,高楼层(共14层),闵行,439,"42,634元/平"
保利茉莉公馆二期 ,3室2厅,131.05平米,南,精装,低楼层(共10层),闵行,1100,"83,938元/平"
金榜世家（一至四期） ,2室1厅,96.58平米,南,简装,高楼层(共6层),闵行,492,"50,943元/平"
莘松五村 ,2室1厅,73.11平米,南,简装,高楼层(共6层),闵行,570,"77,965元/平"
吴中路970弄 ,2室1厅,66.88平米,南,精装,高楼层(共6层),闵行,428,"63,996元/平"
航华三村三街坊 ,2室1厅,74.09平米,南,简装,低楼层(共6层),闵行,410,"55,339元/平"
万科阳光苑 ,2室2厅,90.84平米,南,精装,低楼层(共10层),闵行,480,"52,841元/平"
春申景城湖滨晨韵 ,2室2厅,108.17平米,南,简装,低楼层(共16层),闵行,945,"87,363元/平"
虹鹿一公寓 ,3室2厅,103.9平米,南,简装,高楼层(共6层),闵行,680,"65,448元/平"
华梅花苑 ,2室1厅,93.23平米,南,简装,低楼层(共5层),闵行,799,"85,703元/平"
颛溪八村 ,3室1厅,82.1平米,南,毛坯,低楼层(共6层),闵行,430,"52,376元/平"
水清三村 ,2室2厅,79.86平米,南,精装,中楼层(共20层),闵行,508,"63,612元/平"
上海康城 ,3室2厅,133.91平米,北 南,毛坯,中楼层(共17层),闵行,660,"49,287元/平"
海上新村 ,1室1厅,58.68平米,南,简装,高楼层(共6层),闵行,399,"67,996元/平"
万科假日风景(公寓) ,3室2厅,126.2平米,南,精装,低楼层(共6层),闵行,1230,"97,465元/平"
浦江智汇园 ,4室2厅,148平米,南,精装,低楼层(共12层),闵行,699,"47,230元/平"
颛溪八村 ,3室1厅,82.1平米,南,毛坯,低楼层(共6层),闵行,430,"52,376元/平"
水清三村 ,2室2厅,79.86平米,南,精装,中楼层(共20层),闵行,508,"63,612元/平"
虹鹿一公寓 ,3室2厅,103.9平米,南,简装,高楼层(共6层),闵行,680,"65,448元/平"
华梅花苑 ,2室1厅,93.23平米,南,简装,低楼层(共5层),闵行,799,"85,703元/平"
春申景城湖滨晨韵 ,2室2厅,108.17平米,南,简装,低楼层(共16层),闵行,945,"87,363元/平"
锦梅馨苑 ,2室2厅,93.79平米,南,精装,低楼层(共18层),闵行,710,"75,702元/平"
莘松五村 ,2室1厅,73.11平米,南,简装,高楼层(共6层),闵行,570,"77,965元/平"
贵峰苑 ,2室2厅,89.5平米,南,精装,低楼层(共7层),闵行,500,"55,866元/平"
华光公寓 ,2室1厅,66.64平米,南,简装,高楼层(共7层),闵行,438,"65,727元/平"
世纪苑 ,3室2厅,165.45平米,南 西南,简装,中楼层(共11层),闵行,1188,"71,805元/平"
水清三村 ,3室2厅,88.54平米,南,精装,高楼层(共20层),闵行,520,"58,731元/平"
塘泾北苑 ,1室2厅,62.68平米,南,毛坯,低楼层(共13层),闵行,320,"51,053元/平"
保利茉莉公馆二期 ,2室1厅,87.96平米,南,精装,低楼层(共10层),闵行,800,"90,951元/平"
西郊九韵城 ,3室2厅,132.04平米,南,毛坯,低楼层(共12层),闵行,665,"50,364元/平"
龙柏五村 ,2室1厅,66.14平米,南,精装,中楼层(共6层),闵行,490,"74,086元/平"
瑞和华苑北区 ,2室2厅,84.64平米,南 北,精装,低楼层(共14层),闵行,341,"40,289元/平"
南国花园 ,3室2厅,83.66平米,南,简装,高楼层(共7层),闵行,580,"69,329元/平"
新浦江城(江栀路350弄) ,4室2厅,196.21平米,南,毛坯,高楼层(共4层),闵行,1530,"77,978元/平"
小富人家 ,3室2厅,104.11平米,南,简装,低楼层(共6层),闵行,685,"65,796元/平"
梅陇一村 ,2室1厅,54.41平米,南,简装,中楼层(共6层),闵行,348,"63,959元/平"
虹鹿二公寓 ,3室2厅,142.75平米,南,简装,中楼层(共6层),闵行,790,"55,342元/平"
金色西郊城 ,3室2厅,108.05平米,南 北,毛坯,低楼层(共11层),闵行,530,"49,052元/平"
邻里苑 ,2室1厅,79.59平米,南,简装,低楼层(共17层),闵行,540,"67,848元/平"
红旗四街坊 ,3室1厅,94.42平米,南 北,简装,高楼层(共6层),闵行,339,"35,904元/平"
东方御花园 ,2室2厅,103.2平米,南,简装,中楼层(共6层),闵行,825,"79,942元/平"
航华一村 ,2室1厅,58.6平米,南,精装,高楼层(共6层),闵行,318,"54,267元/平"
通海二小区 ,2室1厅,89.51平米,南,简装,低楼层(共6层),闵行,375,"41,895元/平"
上海星河湾 ,6室2厅,613.08平米,南,精装,25层,闵行,2850,"46,487元/平"
沪江新苑 ,2室1厅,68.26平米,南,简装,高楼层(共6层),闵行,378,"55,377元/平"
金榜人家 ,2室2厅,95.93平米,南 北,精装,中楼层(共6层),闵行,552,"57,542元/平"
水清三村 ,3室2厅,88.54平米,南,精装,高楼层(共20层),闵行,520,"58,731元/平"
世纪苑 ,3室2厅,165.45平米,南 西南,简装,中楼层(共11层),闵行,1188,"71,805元/平"
上海星河湾 ,6室2厅,613.08平米,南,精装,25层,闵行,2850,"46,487元/平"
金都花好悦园 ,1室1厅,44.81平米,南,毛坯,高楼层(共6层),闵行,275,"61,371元/平"
华银坊 ,3室2厅,131平米,南,简装,高楼层(共6层),闵行,499,"38,092元/平"
贵峰苑 ,2室2厅,89.5平米,南,精装,低楼层(共7层),闵行,500,"55,866元/平"
金色西郊城 ,3室2厅,108.05平米,南 北,毛坯,低楼层(共11层),闵行,530,"49,052元/平"
新浦江城(江栀路350弄) ,4室2厅,196.21平米,南,毛坯,高楼层(共4层),闵行,1530,"77,978元/平"
南国花园 ,3室2厅,83.66平米,南,简装,高楼层(共7层),闵行,580,"69,329元/平"
虹鹿二公寓 ,3室2厅,142.75平米,南,简装,中楼层(共6层),闵行,790,"55,342元/平"
梅陇一村 ,2室1厅,54.41平米,南,简装,中楼层(共6层),闵行,348,"63,959元/平"
西郊九韵城 ,2室2厅,72.79平米,南,简装,中楼层(共6层),闵行,380,"52,205元/平"
万顺苑 ,2室2厅,92.88平米,南,精装,中楼层(共8层),闵行,420,"45,220元/平"
氯碱小区 ,3室1厅,60.26平米,南,毛坯,高楼层(共6层),闵行,228,"37,837元/平"
天恒名城 ,3室2厅,146.74平米,南 北,简装,中楼层(共12层),闵行,960,"65,422元/平"
保利茉莉公馆三期 ,2室2厅,91平米,南,精装,中楼层(共10层),闵行,820,"90,110元/平"
景舒苑六村 ,2室1厅,57.21平米,南 北,简装,低楼层(共6层),闵行,285,"49,817元/平"
保利茉莉公馆三期 ,2室2厅,91.69平米,南,毛坯,低楼层(共10层),闵行,800,"87,251元/平"
沧源小区 ,2室1厅,59.8平米,南,精装,中楼层(共6层),闵行,309,"51,673元/平"
双柏小区 ,2室1厅,59.15平米,南,简装,中楼层(共6层),闵行,240,"40,575元/平"
新华小区（龙吴路5599弄） ,2室1厅,60.81平米,南 北,精装,高楼层(共6层),闵行,268,"44,072元/平"
龙柏二村 ,2室1厅,60.98平米,南,精装,低楼层(共6层),闵行,435,"71,335元/平"
江南苑 ,3室2厅,145.27平米,南 北,毛坯,高楼层(共6层),闵行,935,"64,363元/平"
东苑米蓝城 ,3室2厅,122.26平米,南,简装,低楼层(共7层),闵行,758,"62,000元/平"
罗阳一村 ,4室2厅,153平米,南,简装,高楼层(共6层),闵行,850,"55,556元/平"
南国花园 ,5室2厅,157.93平米,南 北,毛坯,低楼层(共12层),闵行,920,"58,254元/平"
龙柏四村三小区 ,2室1厅,68.86平米,南,简装,高楼层(共6层),闵行,475,"68,981元/平"
万顺苑 ,3室1厅,113.61平米,南,精装,低楼层(共8层),闵行,458,"40,314元/平"
万科假日风景(公寓) ,2室2厅,90.86平米,南,精装,高楼层(共6层),闵行,830,"91,350元/平"
新申花城茉莉苑 ,2室1厅,71.1平米,南,简装,中楼层(共6层),闵行,590,"82,982元/平"
罗秀苑 ,1室1厅,64平米,南,简装,中楼层(共6层),闵行,382,"59,688元/平"
静安新城九区 ,1室1厅,51.56平米,南,精装,高楼层(共7层),闵行,375,"72,731元/平"
航东路750弄 ,1室1厅,45.22平米,南,简装,中楼层(共6层),闵行,263,"58,161元/平"
平阳新村四街坊 ,1室1厅,46.85平米,南,简装,高楼层(共5层),闵行,322,"68,730元/平"
华梅花苑 ,2室1厅,73.45平米,南,简装,低楼层(共6层),闵行,650,"88,496元/平"
雍华府(公寓) ,3室1厅,74.51平米,南,简装,8层,闵行,496,"66,569元/平"
新申花城茉莉苑 ,1室1厅,54.04平米,南,简装,低楼层(共6层),闵行,480,"88,824元/平"
富林苑(一期) ,2室2厅,83.89平米,南,简装,高楼层(共6层),闵行,540,"64,371元/平"
兰坪一村 ,2室1厅,50.95平米,南,简装,高楼层(共6层),闵行,178,"34,937元/平"
富林苑(二期) ,2室1厅,83.93平米,南,简装,高楼层(共17层),闵行,540,"64,340元/平"
浦江坤庭—翠御 ,2室2厅,104.88平米,南,简装,低楼层(共12层),闵行,860,"81,999元/平"
锦鸿公寓 ,2室1厅,98.09平米,东北,简装,低楼层(共26层),闵行,465,"47,406元/平"
三佳花苑 ,2室1厅,55.65平米,南,精装,中楼层(共6层),闵行,495,"88,949元/平"
莘松三村 ,2室1厅,61.2平米,南,简装,中楼层(共6层),闵行,522,"85,295元/平"
罗阳一村 ,1室1厅,49.15平米,南,简装,高楼层(共6层),闵行,284,"57,783元/平"
都市星城 ,2室2厅,92.56平米,南 北,精装,低楼层(共11层),闵行,750,"81,029元/平"
名仕世家花苑 ,2室2厅,87.53平米,南,简装,高楼层(共6层),闵行,528,"60,323元/平"
西环一村 ,1室1厅,46.36平米,南 北,简装,高楼层(共6层),闵行,242,"52,201元/平"
三佳花苑 ,2室1厅,64.32平米,南,简装,中楼层(共6层),闵行,530,"82,401元/平"
凤庆小区 ,1室1厅,50.56平米,东南,精装,高楼层(共6层),闵行,178,"35,206元/平"
贵峰苑 ,2室2厅,87.23平米,南,简装,中楼层(共7层),闵行,525,"60,186元/平"
和润家园(公寓) ,2室1厅,102.57平米,南,毛坯,高楼层(共5层),闵行,899,"87,648元/平"
蓝色港湾(公寓) ,2室2厅,87.49平米,南,精装,6层,闵行,680,"77,724元/平"
高兴花园二三四街坊 ,2室1厅,70.13平米,南,简装,高楼层(共6层),闵行,420,"59,889元/平"
春申景城湖滨晨韵 ,2室2厅,68.51平米,南,简装,低楼层(共17层),闵行,619,"90,352元/平"
莲花新村 ,1室1厅,50.79平米,南,精装,高楼层(共6层),闵行,350,"68,912元/平"
古美小区 ,2室1厅,84.86平米,南,毛坯,低楼层(共24层),闵行,590,"69,527元/平"
高兴花园五街坊 ,2室1厅,70.04平米,南,简装,低楼层(共6层),闵行,435,"62,108元/平"
古美小区 ,2室1厅,84.86平米,南,毛坯,低楼层(共24层),闵行,590,"69,527元/平"
莲花新村 ,1室1厅,50.79平米,南,精装,高楼层(共6层),闵行,350,"68,912元/平"
雍华府(公寓) ,2室1厅,74平米,南,精装,8层,闵行,490,"66,217元/平"
高兴花园二三四街坊 ,1室1厅,47.94平米,南,简装,中楼层(共6层),闵行,356,"74,260元/平"
高兴花园二三四街坊 ,2室1厅,70.26平米,南 北,简装,中楼层(共6层),闵行,450,"64,048元/平"
春申景城湖滨晨韵 ,2室2厅,68.51平米,南,简装,低楼层(共17层),闵行,619,"90,352元/平"
汇秀景苑一街坊 ,1室1厅,55.56平米,南,毛坯,低楼层(共14层),闵行,213,"38,337元/平"
东方花园(一期) ,2室1厅,78.61平米,南,精装,中楼层(共6层),闵行,650,"82,687元/平"
高兴花园五街坊 ,2室1厅,70.04平米,南,简装,低楼层(共6层),闵行,435,"62,108元/平"
未名园 ,2室2厅,88.14平米,南,简装,低楼层(共11层),闵行,698,"79,193元/平"
星河景苑 ,1室2厅,61.71平米,南 北,简装,低楼层(共8层),闵行,292,"47,319元/平"
高兴花园二三四街坊 ,2室1厅,70.02平米,南,简装,高楼层(共6层),闵行,435,"62,126元/平"
华梅花苑 ,2室1厅,75.38平米,南,简装,高楼层(共6层),闵行,625,"82,914元/平"
春申景城湖滨晨韵 ,2室2厅,81.44平米,南 北,简装,高楼层(共17层),闵行,770,"94,549元/平"
罗阳四村 ,1室1厅,44.21平米,南,毛坯,中楼层(共6层),闵行,258,"58,358元/平"
平阳三村 ,2室1厅,65.66平米,南,精装,低楼层(共6层),闵行,460,"70,058元/平"
高兴花园二三四街坊 ,2室1厅,70.13平米,南,简装,高楼层(共6层),闵行,420,"59,889元/平"
东方花园三期 ,2室2厅,90.48平米,南,简装,低楼层(共18层),闵行,859,"94,939元/平"
静安新城一区 ,2室1厅,72.86平米,南,简装,中楼层(共7层),闵行,520,"71,370元/平"
鸿福新村 ,1室1厅,49.65平米,南,毛坯,中楼层(共6层),闵行,285,"57,402元/平"
平阳新村四街坊 ,2室1厅,51.36平米,南,精装,低楼层(共6层),闵行,373,"72,625元/平"
君莲小区 ,2室1厅,85.27平米,南,毛坯,中楼层(共11层),闵行,450,"52,774元/平"
银都新村(8至10区) ,2室1厅,68.34平米,东,毛坯,低楼层(共6层),闵行,360,"52,678元/平"
龙柏四村 ,1室1厅,39.1平米,南,精装,高楼层(共6层),闵行,264,"67,520元/平"
吴中路940弄 ,2室1厅,61.91平米,南,简装,高楼层(共6层),闵行,415,"67,033元/平"
静安新城二区 ,1室1厅,49平米,南,简装,低楼层(共6层),闵行,370,"75,511元/平"
蒲汇新村 ,2室1厅,67.15平米,南,简装,中楼层(共6层),闵行,550,"81,907元/平"
东方御花园 ,2室1厅,67.38平米,南,简装,中楼层(共6层),闵行,525,"77,917元/平"
蔷薇新村 ,1室1厅,59.25平米,东南,简装,低楼层(共6层),闵行,290,"48,946元/平"
古美西路316弄 ,1室1厅,54.7平米,南,精装,中楼层(共6层),闵行,393,"71,847元/平"
莲花公寓(闵行) ,2室2厅,83.71平米,南,毛坯,高楼层(共6层),闵行,630,"75,260元/平"
古美西路316弄 ,1室1厅,54.7平米,南,精装,中楼层(共6层),闵行,393,"71,847元/平"
秀枫翠谷 ,1室1厅,59.48平米,南,简装,低楼层(共6层),闵行,415,"69,772元/平"
航华四村 ,2室1厅,52.34平米,南,简装,高楼层(共6层),闵行,300,"57,318元/平"
贵峰苑 ,1室1厅,47.52平米,南,简装,高楼层(共6层),闵行,260,"54,714元/平"
银河新都 ,2室1厅,69.72平米,南,简装,低楼层(共11层),闵行,425,"60,959元/平"
九歌上郡 ,1室1厅,57.72平米,南,精装,中楼层(共11层),闵行,560,"97,021元/平"
普乐三村 ,2室2厅,94.73平米,南 北,简装,高楼层(共6层),闵行,438,"46,237元/平"
莲浦府邸(公寓) ,3室2厅,141.66平米,南,简装,低楼层(共11层),闵行,1298,"91,628元/平"
平阳新村四街坊 ,3室2厅,103.33平米,南 北,精装,中楼层(共6层),闵行,728,"70,454元/平"
高兴花园一街坊 ,2室1厅,67.61平米,南,简装,高楼层(共6层),闵行,446,"65,967元/平"
航华一村二街坊 ,3室1厅,107.85平米,南,简装,高楼层(共6层),闵行,596,"55,262元/平"
